pubblicata_da;anno_rif;tipologia_opera_incompiuta;perc_avanzamento;mancanza_fondi;cause_tecniche;importo_complessivo;natura_opera;tipologia_cup;ambito_oggettivo;categoria;comunitaria;data_assegnazione_cup;lat;lon;indirizzo;distance_from_you
regione puglia;2016;b;0.0;si;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;2013-10-01;40.4544993932605;18.0359560695221;via tobaci, varisco, tarantelli;504.6041428157559
regione sardegna;2016;b;40.97;si;None;152360.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre strutture ricreative;None;2014-03-31;39.7131338815802;8.87000225354692;via localit?  marrogali;502.2648174220384
regione sardegna;2016;c;25.85;no;si;278856.53;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2012-02-24;39.9093391230891;8.61451307957642;localit� su pabarile;501.54205516120476
regione sardegna;2016;a;0.0;no;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia universitaria;None;2006-02-06;39.9093391230891;8.61451307957642;oristano;501.54205516120476
regione piemonte;2016;b;16.29;None;None;281475.94;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2008-10-20;45.2366935048319;7.54761104934689;sp 24 di villanova;501.1353610682921
regione sardegna;2016;b;64.52;si;no;345465.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2006-12-14;39.7030151230152;8.92253136671113;None;500.11149461424054
regione piemonte;2016;a;39.56;None;si;1692970.48;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia sanitaria;None;2013-07-24;45.592374972252;8.0202328102198;via biella;489.9114566116634
regione piemonte;2016;b;50.34;no;no;806903.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2007-11-19;45.0162918792695;7.59021823828869;sp 174-sp 143;487.1487311244165
regione sardegna;2016;b;80.11;si;None;3825889.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere per la fruizione di beni culturali;si;2006-07-03;39.704684276634;9.1538241362188;None;487.05246375194525
regione piemonte;2016;b;2.19;no;no;30791.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2009-04-02;45.1870326119164;7.71950842328735;sp 3, sp 226 in comune di leini;486.652678626085
regione piemonte;2016;a;13.27;si;no;161450.8;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2010-09-20;45.7308319216486;8.25972914362253;viale varallo;483.790701385744
regione calabria;2016;a;80.67;None;None;18003149.31;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2007-10-24;39.4944370666619;16.4284657097438;lt? calamia;483.7443821634719
regione calabria;2016;a;60.38;si;no;1981192.31;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2008-07-31;39.4944370666619;16.4284657097438;piazza beato angelo -acri -cs;483.7443821634719
regione calabria;2016;a;10.26;si;no;300000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;caserme;None;2005-04-19;39.4944370666619;16.4284657097438;via della resistenza;483.7443821634719
regione piemonte;2016;b;0.0;None;None;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia universitaria;None;2011-03-01;45.0717497511188;7.67798585079236;via sant'ottavio 12;483.65867396540824
regione piemonte;2016;b;0.0;no;no;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2008-11-21;45.194517392833;7.78383358792177;strada della benedetta;482.6100532483024
regione sardegna;2016;a;55.42;no;si;371554.39;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;caserme;None;2010-01-29;39.5347702946106;9.55136953575348;via leonardo da vinci;481.0935445927092
regione puglia;2016;c;81.28;si;None;651335.31;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture per attrezzature di aree produttive;si;2005-06-30;40.3739210771416;17.4513724683227;via roma, zona industriale;470.94503635256945
regione puglia;2016;a;19.31;None;None;25900.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;sistemi di raccolta differenziata dei rifiuti;None;2013-09-26;40.3739210771416;17.4513724683227;traversa sp 125;470.94503635256945
regione piemonte;2016;a;0.0;None;None;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2014-03-26;45.0035809672353;7.82779637686959;san silvestro;469.74114560800115
regione puglia;2016;b;25.43;no;no;321351.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre strutture ricreative;None;2004-02-06;40.453796411432;17.5073710338366;territorio comunale via extramurale;469.007177200896
regione puglia;2016;c;67.76;si;si;5967849.9;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;trasporti multimodali ed interporti;None;2015-04-09;40.5298333304003;17.5634420079587;via vecchia grottaglie;467.5314972073557
regione puglia;2016;a;14.03;si;si;81758.36;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2013-09-30;40.6054854608075;17.6362452345485;via v emanuele iii;467.4058083433881
regione puglia;2016;a;5.66;si;no;70837.83;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;scuole materne;None;2013-09-30;40.6054854608075;17.6362452345485;via pio la torre;467.4058083433881
regione puglia;2016;a;100.0;no;no;1107469.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;idrovie e opere fluviali;None;2008-04-21;40.3715015333554;17.3654857296949;litoranea salentina;465.5480206555519
regione sardegna;2016;b;5.26;si;no;59000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia abitativa;None;2010-11-03;39.9399474015388;9.20305441140965;localita' gidilau;464.504317787411
regione puglia;2016;a;0.0;si;None;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2013-11-21;40.5636245874673;17.4805591806067;via circonvallazione;459.68872670600234
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;70.01;si;None;1400671.32;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere per la pubblica sicurezza;None;2008-01-09;45.8567762688938;8.83588553463908;via ------;458.4017218573131
regione sardegna;2016;b;15.98;no;no;8292248.6;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;cimiteri;None;2014-03-06;40.7446841115079;8.36413613776805;viale porto torres 12;458.3976880209346
regione sardegna;2016;b;73.88;None;None;1201993.17;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strutture ospedaliere;None;2013-07-12;40.7446841115079;8.36413613776805;viale san pietro 43;458.3976880209346
regione sardegna;2016;b;20.05;no;no;139481.18;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;piste ciclabili;si;2016-11-03;40.7446841115079;8.36413613776805;area vie duca abruzzi verona rockefeller;458.3976880209346
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;64.54;si;None;1101748.75;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2011-10-03;45.7316353557142;8.69988129005005;via dei quadri snc;457.157181553145
regione puglia;2016;b;30.79;si;no;827323.8;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture per attrezzature di aree produttive;None;2006-12-04;40.5373138949859;17.4138136807204;None;457.03757166283634
regione puglia;2016;b;42.89;None;si;4506377.17;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;cimiteri;None;2014-03-21;40.463393985573;17.3008486322284;via pizzariello, loc talsano;454.7862191211774
regione puglia;2016;a;13.11;no;no;147900.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti depurazione acque;si;2007-07-31;40.463393985573;17.3008486322284;taranto;454.7862191211774
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;70.59;si;None;1320004.65;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2006-01-16;45.6234411754335;8.78251325588453;via ricci;444.52312027212986
regione puglia;2016;b;34.3;si;no;239939.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia sociale;None;2013-09-26;40.6864723505827;17.3036816561872;cda madonna del rosario;439.5329538887077
regione puglia;2016;b;18.3;no;si;121299.29;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2013-09-27;40.6864723505827;17.3036816561872;via cupa;439.5329538887077
regione puglia;2016;b;0.0;no;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2013-09-27;40.6864723505827;17.3036816561872;via cupa;439.5329538887077
regione sardegna;2016;a;47.91;si;si;1528761.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti depurazione acque;None;2005-03-15;40.5566137336841;8.84612670858602;None;438.6049519802364
regione sardegna;2016;b;4.59;si;si;21357.42;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;infrastrutture civili per aree industriali;None;2008-10-17;40.5566137336841;8.84612670858602;loc pertusa;438.6049519802364
regione sardegna;2016;a;78.17;no;no;1536579.91;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;si;2007-07-30;40.8005462665454;8.62256161615676;territorio comunale;437.01831834954214
regione puglia;2016;a;49.82;no;no;476108.75;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;asili nido;si;2010-12-16;40.7719237721493;17.3387950901596;via principe amedeo;436.2374289558663
regione calabria;2016;a;42.86;si;no;1571263.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;2013-09-30;39.8627522997978;16.1101970083492;loc cappuccini;434.5830847412318
regione sardegna;2016;b;72.11;None;si;207100.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture per attrezzature di aree produttive;None;2008-12-09;40.177481307606;9.38535389251602;localita' "sirilo';434.50715080408395
regione sardegna;2016;a;50.26;no;si;19255830.05;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;dighe;None;2004-07-22;40.177481307606;9.38535389251602;territorio comunale;434.50715080408395
regione lombardia;2016;b;0.0;None;si;1.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;None;45.7393393233991;9.13973238381518;None;432.2567998513341
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;58.85;si;None;1192000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2006-09-07;45.6097191000117;8.99220185196821;via iv novembre;431.08067913928136
regione sardegna;2016;b;37.62;None;si;101113.68;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;caserme;None;2013-11-18;40.3394507345179;9.29955269915351;via loc marreri;426.52334847962584
regione sardegna;2016;b;40.29;None;None;355810.77;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2013-11-15;40.3394507345179;9.29955269915351;via loc ugolio;426.52334847962584
regione sardegna;2016;a;14.79;None;si;502244.93;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2013-11-18;40.3394507345179;9.29955269915351;via loc sa tanca 'e s'ena;426.52334847962584
regione lombardia;2016;b;58.13;None;si;1297521.34;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;None;45.85760301615;9.42280470732222;None;426.1149784974816
regione lombardia;2016;b;57.97;None;si;2064430.07;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;None;45.85760301615;9.42280470732222;-;426.1149784974816
regione sardegna;2016;b;55.56;si;no;2500000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2013-11-19;40.6354851154275;8.95264285980872;localit? san nicola-ozieri;426.08636997627866
regione sardegna;2016;b;30.0;si;no;150000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2013-11-19;40.6354851154275;8.95264285980872;localit? puppuruiu;426.08636997627866
regione sardegna;2016;b;21.88;si;no;140000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre strutture per l'igiene la profilassi e la tutela della salute;None;2005-12-22;40.6354851154275;8.95264285980872;None;426.08636997627866
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;15.25;si;None;397729.39;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2013-09-27;45.7915583338455;9.3450872056713;via kennedy n1;424.96966836458427
regione basilicata;2016;a;68.32;si;no;244700.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;no;2013-09-26;40.4091764864601;16.7622594683842;None;424.8196427372751
regione sardegna;2016;a;15.01;no;no;88253.72;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altri trasporti urbani;None;2006-09-25;40.8931012543223;8.71912770842671;None;424.44904478698993
regione piemonte;2016;b;38.2;si;no;9333833.48;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strutture ospedaliere;None;2011-09-19;44.7695561566798;8.3549613597453;strada provinciale asti-canelli;420.97332945442423
regione lombardia;2016;b;25.73;None;si;1288231.67;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;scuole materne;None;None;45.3818045726608;8.89545975485118;colombo;420.8975404451558
regione basilicata;2016;a;5.69;no;si;44141.9;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;no;2014-03-13;40.2555281943643;16.4869575265357;None;420.78484456667826
regione basilicata;2016;b;61.98;no;si;688975.95;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;reti fognarie;no;2007-05-04;40.2555281943643;16.4869575265357;None;420.78484456667826
regione lombardia;2016;b;32.19;None;si;281304.46;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;None;45.5982665924969;9.16474849782325;via kennedy;420.18037061502025
regione basilicata;2016;b;61.73;si;no;1403168.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;si;2013-10-02;40.1574711762388;16.3090791448502;None;419.0484414871601
regione sardegna;2016;a;58.95;no;si;283780.48;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strutture per la fruizione del patrimonio ambientale;None;2008-10-07;40.5916838951263;9.12201927787125;bilotze - monte lerno;418.3207938724532
regione lombardia;2016;b;95.29;None;si;324000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;arredo urbano;None;None;45.6376386750905;9.26235926057606;viale regina margherita;417.5672823625492
regione lombardia;2016;b;94.44;None;si;17000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;arredo urbano;None;None;45.6376386750905;9.26235926057606;via parini;417.5672823625492
regione lombardia;2016;b;27.8;None;si;161497.25;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;None;45.6667307373613;9.30478882724112;l da vinci;417.41138973399626
regione lombardia;2016;b;41.53;None;si;2130423.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strutture ospedaliere;None;None;45.5573234786513;9.2181714067457;via gorki 50;414.04356752416857
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;60.59;si;None;2761234.7;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere di edilizia abitativa;None;2011-05-30;45.4684450808024;9.17291989229152;via tarabella;410.1630041666014
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;37.13;si;None;1552688.61;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;opere e infrastrutture per sedi di organi istituzionali;None;2012-12-14;45.4684450808024;9.17291989229152;via salis, 4;410.1630041666014
regione lombardia;2016;b;37.08;None;si;3418374.91;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;None;45.4684450808024;9.17291989229152;via piazza ferrara;410.1630041666014
regione lombardia;2016;b;23.85;None;si;484083.91;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;None;45.4684450808024;9.17291989229152;None;410.1630041666014
regione lombardia;2016;b;14.82;None;si;1930735.02;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;None;45.4684450808024;9.17291989229152;via zama - qre salomone;410.1630041666014
regione basilicata;2016;a;33.33;si;no;175000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;no;2013-10-07;40.1336610462906;16.0730667743357;None;408.52633033797935
regione basilicata;2016;a;21.26;si;no;270000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;no;2013-10-07;40.1336610462906;16.0730667743357;None;408.52633033797935
regione basilicata;2016;a;8.99;si;no;141000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;cimiteri;no;2013-10-03;40.3697325484263;16.4312866691287;None;408.25523145387035
regione lombardia;2016;b;40.69;None;si;856459.9;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;None;45.5150819706014;9.28778346551148;via cadorna;406.87153798947116
regione sardegna;2016;b;33.33;no;no;541250.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;2011-02-25;40.5333849729464;9.45133805275154;via martiri;402.23009497978427
regione lombardia;2016;b;36.74;None;si;525744.84;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;fabbricati residenziali urbani;None;None;45.6090646015634;9.50526789973493;via fratelli cervi;401.7955889256741
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;a;74.31;si;None;1446108.7;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2006-03-02;45.6079562353648;9.54803574755895;via monte grappa;399.36225617257867
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;31.95;si;None;630000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2006-01-02;45.5418588064562;9.47974110995759;via boccaccio;397.9759455266806
regione liguria;2016;a;40.41;None;None;3299548.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;2013-10-09;44.2100979406495;8.39839643142694;via iv novembre;394.1176563095689
regione basilicata;2016;b;93.74;si;si;71093.32;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;no;2011-07-30;40.2428793813199;15.961079176086;None;393.0998900176922
regione lombardia;2016;b;13.72;None;si;1188701.14;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edifici e infrastrutture per uffici;None;None;45.1977052566241;9.16461798987388;golgi 19 - 27100 pavia;391.73747367062913
regione basilicata;2016;a;21.92;si;no;268062.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;no;2014-03-27;40.3835135993429;16.1563271516872;None;391.51456208324316
regione lombardia;2016;b;0.88;None;si;1000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;None;45.8408238614312;10.0891846531502;via nazionale;391.37635080372917
regione lombardia;2016;b;0.0;None;si;0.1;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;None;45.2062439705284;9.24864936700828;via poma;387.10208256526334
regione puglia;2016;b;58.51;si;no;3280713.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre strutture per il commercio ed i servizi;None;2010-12-16;41.1030489912552;16.8457301176062;via lungomare starita;381.1415489846747
regione puglia;2016;a;34.82;no;no;156200.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;2011-11-07;41.1030489912552;16.8457301176062;via gentile,via de liquori,via caldarola;381.1415489846747
regione puglia;2016;b;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia sociale;None;2009-10-26;41.1030489912552;16.8457301176062;quartiere san girolamo;381.1415489846747
regione puglia;2016;a;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2012-12-20;41.1030489912552;16.8457301176062;lama balice;381.1415489846747
regione puglia;2016;a;0.0;None;si;0.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2012-12-20;41.1030489912552;16.8457301176062;lama balice;381.1415489846747
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;62.1;si;None;1175800.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere per la pubblica sicurezza;None;2005-11-14;45.562552754421;9.85713670122479;None;379.13219090587364
regione puglia;2016;c;56.2;None;si;25455000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;dighe;None;2015-06-10;40.8597592922151;16.5502377418399;via localit? tempa bianca;377.9489212671447
regione puglia;2016;a;23.4;si;si;1100000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;infrastrutture civili per aree industriali;None;2015-03-31;40.8597592922151;16.5502377418399;via zona industriale di via gravina;377.9489212671447
regione basilicata;2016;b;57.67;si;no;1362375.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;no;2014-03-31;40.4533520699721;15.9787854772104;None;375.84168989722724
regione sardegna;2016;a;35.36;None;None;23801.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2013-04-24;40.7041172380766;9.6875948717512;via vespucci;374.6984138758122
provincia aut di trento;2016;b;20.45;no;no;381372.53;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia sanitaria;None;2013-12-09;46.0614988453362;11.1107253699434;via giusti;371.8788005982259
regione lombardia;2016;b;61.25;None;si;588000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;asili nido;None;None;45.3860448232396;9.74978585312818;verdi;370.80138788452007
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;29.05;si;None;565920.48;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2005-11-14;45.6650309215102;10.2025682191194;via repubblica;370.5174983622564
regione puglia;2016;b;56.36;None;si;22911238.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;difesa del suolo e regimazione acque;None;2013-11-19;40.8407360894649;16.3639049840964;bacino capodacqua;367.5167082256629
regione lombardia;2016;b;53.66;None;si;1974717.69;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;None;45.4216913639639;9.96418723208007;territorio provinciale;361.9620267893436
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;41.67;si;None;749000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;altre opere per la pubblica sicurezza;None;2008-01-17;45.4807328222785;10.172187100073;via ----;356.09180901315136
regione sardegna;2016;b;100.0;None;si;144395.9;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altri impianti produzione energie rinnovabili e alternative;None;2011-10-10;41.2271895303378;9.42108803705841;vie varie;354.9254663746826
ministero delle infrastrutture e dei trasporti - dipartimento per i trasporti, la navigazione, gli affari generali e del personale;2016;b;46.81;si;None;973000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;nazionale;caserme;None;2009-09-30;45.1093546724235;9.66679536303231;via cavour 14;354.8586629031522
regione del veneto;2016;a;21.63;si;si;8500.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere stradali;None;2014-09-22;46.0581356727931;11.7235136179837;via slongo;354.77124877298394
regione basilicata;2016;b;10.19;si;no;45611.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;no;2014-03-26;40.6717750454251;15.9218544663713;None;354.3800766032404
provincia aut di trento;2016;a;74.23;no;no;10889545.2;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;None;2010-11-03;45.8652103660221;11.0457740300389;via lungo leno sinistro;354.34524115786394
regione basilicata;2016;b;31.67;no;si;348492.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;no;2014-03-25;40.8477219019618;16.1188136704713;None;351.8800134857448
regione basilicata;2016;b;45.24;no;si;1453780.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;si;2013-09-26;40.8022946688879;15.947983356462;None;345.2748151288213
regione basilicata;2016;a;30.65;si;no;344812.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere di edilizia pubblica;no;2011-12-14;40.5886764000283;15.5850294062052;None;343.2056651803894
regione lombardia;2016;b;32.83;None;si;406865.23;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;strade regionali, provinciali e comunali;None;None;45.4111811091192;10.3818946504619;sp bs 668 lenese;339.7139564700996
regione basilicata;2016;a;50.19;no;si;1014708.5;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre opere ed impianti per attivita' industriali;no;2011-09-22;40.6945131531681;15.5985638620497;None;334.70120246570656
regione friuli-venezia giulia;2016;a;82.57;si;no;132354.92;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altre infrastrutture;None;2014-03-26;45.9645012778191;13.408009827267;via mariana;331.2215650427212
regione friuli-venezia giulia;2016;b;74.16;no;si;2799963.59;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;altri servizi per la collettivita';None;2004-11-03;45.9440575990593;13.598648864734;None;330.78968516508843
regione del veneto;2016;b;95.29;no;no;1208656.16;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2012-10-15;45.7261596351611;11.3493311044381;via giavenale di sopra;330.29802442892617
regione del veneto;2016;a;15.65;None;None;2249611.81;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;impianti sportivi;None;2007-01-09;45.7441386963419;11.7811841424421;via portile;320.13242525456445
regione del veneto;2016;b;1.11;si;no;15000.0;realizzazione di lavori pubblici (opere ed impiantistica);nuova_reali;regionale;edilizia scolastica;None;2009-03-23;45.6546009140367;11.768758295133;via vecchia di bassano;310.99076860551605
